,News,Label
944,UPDATE 1-Apple to host developers event online again as COVID-19 cases surge,1
275,India's Jan trade deficit at $17.42 billion - trade ministry,0
1231,"EU antitrust regulators to investigate Apple's App Store, Apple Pay",1
1970,Apple plays soothing iPhone hold music,1
969,"India's Nifty 50 hits record high as auto, energy stocks jump",0
670,'Off to Canada': India's jobs crisis exasperates its youth,0
1535,BRIEF-Apple Inc files for potential notes offering‍,1
1979,Apple launches new legal attack on Samsung phones,1
887,"S.Korea lawmaker says Apple, Google not doing enough to comply with app store law",1
370,UPDATE 1-Apple to drop customer mask requirement at many U.S. stores - Bloomberg News,1
812,India's Modi offers help in peace efforts over Ukraine crisis,0
236,Eighteen killed in India as truck slams into overcrowded bus,0
55,India says climate commitments ambitious yet achievable,0
146,"Factbox-Apple upgrades iPhone SE and iPad Air, launches Mac Studio",1
1065,Hong Kong's Apple Daily says only has cash for few weeks after assets frozen,1
423,Air quality set to plummet in India's capital after clean spell,0
686,India's Bharat Biotech resumes exports of homegrown COVID-19 shot,0
622,Russia fines Apple $12 million for alleged app market abuse,1
156,India says it accidentally fired missile into Pakistan,0
863,"Russian VTB Bank's mobile app may not work fully on Apple mobiles, bank says",1
478,"UPDATE 6-Apple offers small concession in easing App Store rules for Netflix, others",1
1178,"Google to stop using Apple tool to track iPhone users, avoiding new pop-up warning",1
1294,Motorola sues Apple for patent infringement,1
451,Apple awards grants for computer chip courses to historically Black schools,1
1006,US STOCKS-Futures fall as rate hike worries eclipse strong Apple results,1
1960,Apple investors pay more for downside bets,1
1502,Apple delays movie theater release of 'The Banker',1
958,Games-India unlikely to field cricket teams in Hangzhou Asiad,0
333,Apple's Tim Cook signed $275 bln deal with Chinese officials to placate China - The Information,1
1307,"Apple, ANZ Bank strike deal to bring Apple Pay to Australia",1
1955,Apple aims to reassure investors about Watch,1
684,India breaks its vaccination record in 'birthday gift' to Modi,0
513,"Hong Kong's Apple Daily to live on in blockchain, free of censors",1
805,"India could bar transactions in crypto, permit holding as assets - paper",0
121,Fired Apple employee files complaint with U.S. labor agency,1
68,India's Serum Institute exports first Novavax shot,0
1772,All eyes on Apple's Cook as Watch launch expected,1
654,Pope Francis agrees to make first papal visit to India since 1999,0
355,Qualcomm estimates Apple will self-supply up to 80% of iPhone modem chips by 2023,1
1027,"Apple to set up silicon design centre in Germany, invest 1 bln euros",1
1870,Apple to unveil next iPhone Sept 10: report,1
801,"Apple card, underwriter Goldman Sachs committed no fair lending violations",1
1503,S.Korea probes Samsung over Apple antitrust complaints,1
680,India 'prepares for the worst' ahead of possible COVID-19 third wave,0
7,FACTBOX-India and Pakistan's nuclear arsenals,0
4,Top announcements from Apple event,1
1512,Apple moves closer to iPhone assembly in India,1
781,India breaks own COVID vaccination record as 'birthday gift' to Modi,0
1239,UPDATE 2-Apple plans to launch Apple Pay in China by February - WSJ,1
39,India dispatches first wheat aid shipment to Afghanistan,0
453,Singapore hopes India ban on Sea's game can be resolved quickly,0
291,Apple hit with $300 million patent verdict after new Optis trial,1
196,Growth in India's services activity picked up in Feb,0
566,FACTBOX-Five things to know about Epic's epic legal fight with Apple,1
1197,"UPDATE 1-Apple's Tim Cook criticizes social media practices, intensifying Facebook conflict",1
227,Apple presses U.S. lawmakers on dangers of 'sideloading' apps allowed by bill,1
37,Microsoft nearly overtakes Apple as most valuable company,1
1681,Apple's head of North America sales to depart,1
1407,Five cautions for Apple stock enthusiasts,1
65,Apple launches subscription service aimed at small-business users,1
132,Amazon and Apple handed $225 million in Italian antitrust fines,1
1218,"Apple loses China patent case, separate suit against Apple continues",1
263,UPDATE 3-Ford poaches Apple's car project chief Doug Field,1
747,"Game maker says Apple, Google selling rip-offs in new lawsuit",1
1800,"Apple unwraps mini-iPad to take on Amazon, Google",1
1403,"Apple designer: iPhone crafters are ""maniacal""",1
1672,Apple expected to quickly ramp up smartwatch production,1
444,India's microfinance sector hit as defaults surge in pandemic,0
826,Apple Daily will stop operations by Wednesday - local media,1
343,UPDATE 1-Dutch consumer watchdog gives Apple fifth $5.7 mln fine in App Store dispute,1
836,"India reports 35,499 new COVID-19 cases - govt statement",0
1027,"India to launch $1.48 billion plan to raise oilseed output, cut imports",0
189,UK aims to start trade talks with India this year,0
889,"CORRECTED-Google, in fight against record EU fine, slams regulators for ignoring Apple",1
1522,Samsung goes after HTC deal to undercut Apple,1
1718,Apple CEO downplays special dividend at shareholder meeting,1
549,India cuts growth estimates for 2021/22 amid surging COVID cases,0
576,India to push for patent waiver for COVID-19 vaccines at WTO,0
511,India to give $3.5 bln in revised clean tech scheme for automakers -sources,0
922,UK starts probe on Apple over alleged App Store monopoly,1
710,"UK PM Johnson: India has made ""massive commitment"" on decarbonising energy",0
504,"India detects third Omicron case, reports 415 COVID-19 deaths",0
1384,"The desktop gets a makeover, courtesy of Apple",1
72,Moody's gives Apple top 'AAA' credit rating on growth promise,1
361,FOCUS-Ford wakes up badly burnt from its India dream,0
573,Apple's Tim Cook to defend App Store at trial with Fortnite maker,1
933,UPDATE 1-Apple supplier Foxconn halts EV project with China's Byton - Nikkei,1
427,Ford wakes up badly burnt from its India dream,0
1937,Apple's stock split may not be good for the Dow,1
58,High prices could slow India's transition to gas,0
772,Dozens released after protest at India plant of Apple supplier Foxconn,1
414,"India's Omicron cases mild, vaccine boosters not a priority -government",0
1015,RPT-EXCLUSIVE-India faces record fertiliser subsidy in 2021/22,0
469,Fact Check-Headline saying Apple plans to scan U.S. iPhones for extremist content and firearms is digitally altered,1
1232,"UPDATE 5-Hyundai, Kia say Apple car deal now off, see $8.5 bln wiped off market value",1
878,"Malala teams up with Apple to produce new dramas, documentaries",1
1770,Apple tells court Qualcomm chip licenses are invalid,1
360,Apple's stock racks up biggest one-day gain since July 2020,1
1429,Amazon Prime Video to come to Apple devices,1
466,U.S. and India in talks over timeline for restarting COVID-19 vaccine exports,0
562,Russia says India approves one-shot Sputnik Light COVID vaccine,0
1120,South Korea bourse to review Hyundai officials' trades after Apple deal reports,1
1413,"APPLE INTRODUCES NEW PROGRAMMING LANGUAGE CALLED ""SWIFT""",1
476,Apple makes masks mandatory at U.S. retail stores as COVID-19 cases rise,1
986,"REUTERS IMPACT-India targets alternate fuels, EVs in clean transport push",0
515,Apple's Cook says proposed EU tech rules threaten security of iPhones,1
420,India cannot depend on imports for essential goods - finance minister,0
512,UPDATE 1-India's Serum Institute applies for full approval of Covishield vaccine,0
61,"India reports 25,072 new coronavirus cases",0
1080,UPDATE 8-Closure looms for Hong Kong's pro-democracy Apple Daily after raids,1
358,"Exclusive-Apple seeks dismissal of India apps market antitrust case, cites tiny market share",1
798,"India revamps incentives for autos to boost EVs, hydrogen fuel cells -sources",0
21,Apple to host annual spring event on March 8,1
643,"India reports 27,254 new COVID-19 cases, 219 deaths",0
1956,"Apple warns of ""chilling effect"" as antitrust trial ends",1
845,REFILE-Foreign carmakers interested in Ford plant in India - state minister,0
528,"India's interests come before vaccine exports, says health ministry",0
1365,In search of the missing 'i' in Apple's Watch,1
697,Apple critic Tile Inc acquired by Life360 in $205 mln deal,1
719,UPDATE 1-U.S. climate envoy Kerry will travel to India on Sunday,0
21,India's gender inequity in vaccinations narrows,0
93,"India reports 45,352 new COVID-19 infections",0
1167,"Google to stop using Apple tool to track iPhone users, avoiding new pop-up warning",1
1440,Facebook benefits from pandemic ad spending but Apple could spoil its party,1
199,"Apple poised for strong earnings despite supply constraints, Omicron",1
1393,Apple's Cook: 'I'm proud to be gay',1
1453,Amazon to allow Apple Music on its Echo speakers,1
219,Apple warns of cybercrime risks if EU forces it to allow others' software,1
33,"India reports 30,941 new COVID-19 cases",0
765,Russia says India approves one-shot Sputnik Light COVID vaccine,0
164,India says it accidentally fired missile into Pakistan,0
193,Apple raises pay of many U.S. retail employees - Bloomberg News,1
328,India expects tech cos will not use encryption as 'excuse'- official says,0
1699,"Samsung warns that Apple decision ""not final word""",1
85,Apple sales and profit top estimates as iPhone dodges supply chain hits,1
649,Apple's new AirTags could factor into U.S. Senate antitrust hearing,1
82,U.S. SEC denies Apple's bid to dismiss shareholder proposal on concealment clauses,1
1662,Privacy activist files complaints against Apple's tracking tool,1
835,"Australia considering new laws for Apple, Google, WeChat digital wallets",1
475,Apple sets April 11 deadline for U.S. corporate staff to return to office - Bloomberg News,1
1198,"Apple sees revenue growth accelerating after setting record for iPhone sales, China strength",1
822,"US STOCKS-Nasdaq hits record high with Apple, Amazon results on deck",1
1144,"Hyundai, Kia say Apple car deal now off, see $8.5 billion wiped off market value",1
354,Latin American oil gains ground in India at Mideast expense - data,0
35,"India's daily COVID-19 cases rise by 194,720",0
428,FOCUS-Ford wakes up badly burnt from its India dream,0
1553,Facebook critiques Apple on its commission system,1
287,"Tim Cook earned over 1,400 times the average Apple worker in 2021",1
744,India administers lowest number of COVID-19 tests in a month,0
972,CORRECTED-India's Omicron wave may intensify in coming weeks -experts,0
385,India to push for patent waiver for COVID-19 vaccines at WTO,0
1104,Capital Calls: EU music probe will ring in Apple’s ears,1
880,"India reports 40,120 new COVID-19 cases in last 24 hours",0
852,Russia's Mir card payment system connects to Apple Pay,1
712,"U.S., India cracks? Biden says talks on Russia 'unresolved'",0
178,Wistron partners with India's Optiemus in boost for electronics manufacturing,0
1603,"In FBI vs. Apple, judge asks for technological details",1
817,"S.Korea parliament committee votes to curb Google, Apple commission dominance",1
1313,"Developer complains to EU over Apple, Google app rules after COVID game rejected",1
1514,Icahn values Apple at more than $1 trillion,1
873,Apple supplier OFilm tells investors it lost 'particular overseas client',1
1395,Apple aims to make 30% more iPhones in first half of 2021 - Nikkei,1
242,India's Haldia plans cracker maintenance in August,0
401,India market regulator tightens risk management rules for mutual funds,0
1689,Apple heads into choppy waters as new iPhone awaited,1
70,India reports outbreak of H5N1 bird flu - OIE,0
1785,Exclusive: Apple targets car production by 2024 and eyes 'next level' battery technology - sources,1
871,UPDATE 1-Apple to build battery-based solar energy storage project in California,1
787,India's November retail inflation climbs to 4.91% y/y,0
564,Marketmind: Big Apple,1
995,"GLOBAL MARKETS-Amazon, Apple weigh on stocks, rate hike hopes underpin euro",1
417,"Epic CEO says Apple blacklists ""Fortnite"" until exhaustion of all court appeals",1
406,"UPDATE 2-Move over Apple, Microsoft now the world's most valuable company",1
1390,In search of the missing 'i' in Apple's Watch,1
1855,Apple shares traded in Frankfurt drop 11 pct,1
183,India's chief economic adviser Subramanian steps down,0
991,Two Apple Daily executives charged with collusion with foreign country,1
694,India's parliament passes bill to repeal controversial farm laws,0
43,India to allocate additional $2.6 bln for solar manufacturing,0
1596,Apple hires Adobe officer to lead iAd: report,1
853,Russia's Mir card payment system connects to Apple Pay,1
386,BP's venture capital arm looks to India in clean mobility drive,0
249,Blinken to visit India with vaccines and China in focus,0
340,India to invest $1.61 bln to link more green energy projects to grid,0
437,"Apple shuts stores in Miami, Ottawa, Annapolis after rise in COVID-19 cases - Bloomberg News",1
867,"India, U.S. to expand farm trade, aim to resolve market access issues",0
1057,Apple partners with TSMC to develop ultra-advanced displays - Nikkei,1
928,"US STOCKS-Wall Street shakes off Amazon, Apple weakness to end modestly higher",1
1070,"EXCLUSIVE-HK's Apple Daily to shut within days, says Jimmy Lai adviser",1
1010,India in talks to buy 50 million doses of Pfizer vaccine - WSJ,0
1546,Apple shares drop on iPhone 8 demand worries,1
139,India's Reserve Bank bans Mastercard from issuing new cards in India,0
1666,Samsung suffers German court setback in Apple battle,1
842,"Battery pioneer Akira Yoshino on Tesla, Apple and the electric future",1
1298,"UPDATE 1-Regulation may be needed for Apple, Google app stores if changes not made - Australian regulator",1
1692,Apple delays production of larger iPad - WSJ,1
677,CORRECTED-No cameras allowed during Epic Games antitrust trial against Apple,1
185,"Factbox-Apple upgrades iPhone SE and iPad Air, launches Mac Studio",1
130,"India reports 35,178 new COVID-19 cases",0
1246,Key Apple engineer cancels retirement,1
378,"Exclusive-Apple seeks dismissal of India apps market antitrust case, cites tiny market share",1
1466,Short sellers cash in Apple bets as stock declines,1
913,UPDATE 1-Apple supplier Foxconn halts EV project with China's Byton - Nikkei,1
223,Apple puts supplier Foxconn's India plant on notice after protests,1
1258,Strong Apple contingent expected at CES,1
829,India's oil minister says volatility could hurt energy transition,0
954,Biden says Apple Daily closure signals 'intensifying repression by Beijing',1
1072,UPDATE 1-Criticism of Apple Daily raid is attempt to 'beautify' security threats-HK leader,1
407,Strong earthquake of 6.1 magnitude strikes India-Myanmar border region,0
449,"India ""disturbed"" by verdict against Myanmar's Aung San Suu Kyi",0
1833,US government asks for Apple encryption hearing to be postponed,1
1435,UPDATE 6-Hyundai says in early talks with Apple after electric vehicle tie-up report,1
866,India launches drive to vaccinate children before a feared Omicron surge,0
796,"Wall Street ends down, Apple sinks on app store ruling",1
512,Heartbreak in newsroom as Apple Daily bids farewell to Hong Kong,1
316,India allows refined palm oil imports until Dec 2022,0
1905,Jury picked in retrial between Apple and Samsung,1
313,Apple to release all 5G enabled iPhones for 2022 lineup - Nikkei,1
1511,Apple shareholders to meet as stock at record high,1
40,Apple has the most growth fuel in hand,1
768,Modi hails India's 10 million COVID vaccine doses in a single day,0
402,Russia starts missile supplies to India despite U.S. sanctions risk,0
64,"India reports 30,941 new COVID-19 cases",0
627,Judge presses Epic CEO during second day of Apple antitrust trial,1
745,India administers lowest number of COVID-19 tests in a month,0
139,"Apple adds suppliers to clean-energy pledge, including more chip firms",1
26,Coal India plans to increase prices 'slowly',0
288,"India reports 30,773 new COVID cases as it seeks to welcome back tourists",0
438,India's microfinance sector hit as defaults surge in pandemic,0
42,"India reports 168,063 new COVID-19 infections",0
527,"UPDATE 1-Apple hires former BMW, Canoo executive for car project",1
702,"India, Russia warn against terror groups operating from Afghanistan",0
653,Apple launches its contactless payment service in S.Africa,1
228,Apple grabs record China market share as Q4 sales surge-research,1
134,U.S. climate envoy Kerry will travel to India on Sunday,0
529,Apple tightens rules after Justice Department targeted U.S. lawmakers,1
71,Apple complies with Dutch watchdog ruling on payment options in Netherlands,1
1492,"Apple, Intertrust settle year-old patent suit",1
1323,TransferWise links with Apple Pay globally,1
296,German antitrust watchdog launches proceedings against Apple,1
1924,Qualcomm sues four Apple contract manufacturers,1
308,Musk takes Epic's side in Fortnite maker's battle with Apple,1
1124,Apple set to introduce Apple Pay in Britain: Telegraph,1
947,"S.Korea lawmaker says Apple, Google not doing enough to comply with app store law",1
79,"After criticism, Apple says it will delay child safety updates",1
1653,AT&T supports Apple in U.S. iPhone encryption dispute,1
361,UPDATE 5-Apple doubles down on chip strategy with new premium-priced MacBooks,1
78,Musk's Starlink to apply for India licence by end of January,0
1812,Apple to launch watches that can make calls: Bloomberg,1
73,Apple objects to links to outside payments ahead of Epic Games hearing,1
619,India resumes vaccine exports as domestic stocks build up - officials,0
308,"U.S. top diplomat Blinken to visit India, Kuwait",0
563,EXCLUSIVE-India in talks on multi-year fertiliser import deal with Russia -sources,0
1809,Apple rejects e-book pricing collusion charge,1
907,India says cloudy weather led to helicopter crash that killed defence chief,0
382,Dutch consumer watchdog gives Apple fifth $5.7 million fine in App Store dispute,1
292,"Musk says ""Epic is right,"" takes sides in battle with Apple",1
317,"India's COVID-19 cases rise by 333,533 in last 24 hours - govt",0
1724,Apple won't blindly pursue market share: report,1
1824,Thieves steal $6.6 million of Apple products in UK truck heist,1
143,Apple strikes App Store deal with small developers as it waits for 'Fortnite' ruling,1
637,Apple made more than $100 million in commissions from 'Fortnite' - executive at trial,1
543,COP26: India says after discussion proposes new wording for text,0
1248,Apple launches latest iPod touch,1
1469,"Apple rejoins ""green registry,"" admits exit was mistake",1
345,"Analysis: Apple's App Store concessions fail to address top concerns of regulators, lawmakers",1
1530,All eyes on Apple's Cook as Watch launch expected,1
229,Apple must face Siri voice assistant privacy lawsuit -U.S. judge,1
1285,Apple is sued by rival over alleged App Store monopoly,1
3,India gets bids for sale of loss-making Air India,0
880,UPDATE 1-Facebook ad revenue seen feeling brunt of Apple privacy changes,1
1343,"Trump, Apple CEO Tim Cook to tour Apple operations in Texas: sources",1
1577,Apple lawyers to defend Samsung in Microsoft licensing dispute,1
1817,Apple invites Hollywood to Silicon Valley in TV push,1
965,India's December industrial output growth slows to 0.4% y/y,0
1841,Stock options suggest calm ahead of Apple launch,1
890,India resumes vaccine exports as domestic stocks build up - officials,0
983,"Analysis-Ukraine crisis could disrupt India's spending plans, economic recovery",0
1813,Jimmy Iovine to leave Apple Music in August - Billboard,1
269,"India's daily COVID-19 cases rise by 41,383",0
762,India's cental bank to adjust private bank ownership rules,0
481,U.S. and India in talks over timeline for restarting COVID-19 vaccine exports,0
1200,"Factbox: How to watch Apple TV+, Apple's entry in the streaming wars",1
471,Apple awards grants for computer chip courses to historically Black schools,1
154,UPDATE 1-Apple says it halts all product sales in Russia,1
1109,Apple set to introduce Apple Pay in Britain: Telegraph,1
462,"India unveils new rice variety to cut down on use of water, labour",0
688,"MacBook, iPad production delayed as supply crunch hits Apple - Nikkei",1
635,EU antitrust regulators charge Apple over App Store restrictions,1
751,"S.Korea's parliament passes bill to curb Google, Apple commission dominance",1
563,Microsoft swipes Apple’s crown,1
54,BRIEF-Apple To Increase Covid Testing For Vaccinated Retail Employees - Bloomberg News,1
824,India to start vaccinating 12- to 14-year-olds against COVID-19,0
1819,Humana to integrate its health application with Apple's HealthKit,1
893,"India reports 38,667 new COVID-19 cases in last 24 hours",0
1617,Samsung wins appeal in patent dispute with Apple,1
833,"White House to tackle cyber challenges with Apple, IBM, insurance CEOs",1
312,"Apple says chip shortage reaches iPhone, growth forecast slows",1
1863,Apple CEO visits Foxconn's iPhone plant in China,1
1815,Apple explores move into original programming business - Variety,1
1595,EXCLUSIVE-Apple targets car production by 2024 and eyes 'next level' battery technology -sources,1
179,U.S. Apple store workers working to unionize - Washington Post,1
459,India likely to allow export of Sputnik Light COVID shot this month - sources,0
159,"Apple to pay bonuses of up to $1,000 to store employees - Bloomberg News",1
616,"India's economic activity on cusp of strengthening revival, says RBI",0
1351,"Insight: Apple and Samsung, frenemies for life",1
446,"Fed Circ. panel questions Caltech's $1.1 billion patent win against Apple, Broadcom",1
1332,Apple is sued by rival over alleged App Store monopoly,1
774,Apple supplier Luxshare plans share issue to fund new production lines,1
61,Apple asks judge to pause Epic Games antitrust orders as it appeals ruling,1
1050,"Coinbase to allow users to use card via Apple, Google wallets",1
1756,Apple challenges loss of iPhone trademark in Brazil,1
12,"Apple teases metaverse AR plans, stock jumps",1
338,Boat carrying 100 passengers sinks in India's northeast - witnesses,0
44,Apple pulls Wordle knockoffs from App Store,1
1505,Icahn: Apple management 'seems to be doing the right thing',1
1844,"Apple looking at cars, medical devices for growth: report",1
233,Ericsson sues Apple again over 5G patent licensing,1
511,UPDATE 2-Apple delays office return to January as Delta variant spreads - Bloomberg,1
506,HK police charges two Apple Daily execs with collusion with foreign country,1
274,Police in large numbers at Amsterdam Apple Store; broadcaster reports hostage taking,1
94,Judge dismisses lawsuit over Apple iPhone water resistance claims,1
1075,Apple says new privacy notifications to roll out in 'early spring',1
93,Apple plans to debut low cost 5G iPhone in March - Bloomberg News,1
167,"Omicron spreads in India, full vaccination in focus",0
1154,PREVIEW-Apple iPhone privacy update seen hurting Facebook revenue in Q2,1
259,India's regulator asks local exchange not to launch new rapeseed contract,0
979,At least 18 people killed in lightning strikes in India,0
421,India says trade pact with Britain could double trade by 2030,0
24,Apple says it has complied with Dutch watchdog - letter,1
1663,Apple delays movie theater release of 'The Banker',1
432,"UPDATE 2-Apple to host spring event next week, low-cost 5G iPhone in focus",1
1569,"Apple plans new store in ""red dot"" Singapore",1
1084,"CORRECTED-UPDATE 1-Apple plans to increase dividend, approves executive compensation - CNBC",1
932,QUOTES-What people are saying about closure of Hong Kong's Apple Daily,1
1737,REFILE-ISS recommends 'no' vote on Icahn's plan for Apple,1
52,India reports outbreak of H5N1 bird flu - OIE,0
1281,Apple invites media for Nov. 10 special event,1
719,"Apple, Google asked to turn in S.Korea compliance plans by mid-October",1
1381,EU clears Apple's purchase of Shazam,1
1049,"India proposes mandatory side, curtain airbags in all cars from Oct",0
701,Apple to start enforcing new app privacy notifications in coming weeks,1
1630,Apple cancels production boost for iPhone XR- Nikkei,1
1624,LVMH hires former Apple executive as digital director,1
899,Google suing India antitrust watchdog for investigation report leak,0
992,UPDATE 5-Two Apple Daily executives charged with collusion with foreign country,1
1128,"Apple invests millions to back entrepreneurs of color, part of racial justice effort",1
120,How India flipped its vaccine fortunes,0
896,Amazon asks India antitrust body to revoke Reliance-Future deal approval,0
136,How India flipped its vaccine fortunes,0
1947,Senator wants Apple to answer questions on slowing iPhones,1
197,Apple shares recover ground after Epic ruling slide,1
1763,"Apple releases ""Mountain Lion"" Mac software",1
1798,GT Advanced bankruptcy offers warning to Apple suppliers,1
1915,Apple fails to fend off mobile tracking lawsuit,1
898,Goa's beaches packed with domestic tourists as India tightens COVID rules,0
1807,"Greenlight's Einhorn sues Apple, 'dissatisfied' with capital plans",1
1209,"Apple's App Store, Apple Pay targeted by EU antitrust regulators",1
1625,"Apple, Google settle smartphone patent litigation",1
851,Climate migration predicted to rise in India as extreme weather worsens,0
1369,Apple supplier Wistron puts India plant damage at up to $7 million,1
1476,"Apple halts ""push"" email services in Germany",1
412,India MRPL seeks to replace ADNOC oil with Saudi grade in Mangalore SPR,0
63,"Apple must ease App Store rules, U.S. judge orders",1
472,UPDATE 7-Apple sales and profit top estimates as hit from chip shortages eases,1
1376,Apple and Google app stores may need regulation if changes are not made - Australian regulator,1
520,Fact Check-Apple has not banned Grindr from the App Store in the U.S.,1
1846,Hearing on Apple injunction vs Samsung set for December,1
121,India Insight: Elbows out on world’s factory floor,0
1477,"German court upholds ban on Apple ""push"" email",1
864,Target to expand Apple offerings in stores and online,1
435,"Apple banks on physical stores as economies reopen, retail chief says",1
384,REFILE-UPDATE 2-Apple's stock racks up biggest one-day gain since July 2020,1
461,Shopee dips toe in India e-commerce market with seller recruitment campaign,0
647,India announces measures to shore up telecoms sector; respite for Vodafone Idea,0
866,Apple welcomes French watchdog decision not to suspend privacy feature,1
806,"Kremlin hails decision by Apple, Google to delete opposition election app",1
1130,U.S. senators question Apple and Google on app store dominance,1
1506,"Apple Pay arrives in Brazil, partnering with Itaú Unibanco",1
1774,Apple in talks to launch online TV service: WSJ,1
1642,Apple seeks severe punishment for Samsung lawyer's actions,1
6,Apple inches closer to $3 trillion market value,1
1235,"Apple supplier Foxconn reports Q1 profit T$28.2 bln, beats estimates",1
617,India's cabinet approves up to 20% FDI in behemoth insurer LIC -source,0
1497,Qualcomm to depose Apple services chief Eddy Cue,1
1385,Fund managers unconvinced by Apple rebound,1
942,Flu vaccine demand takes off in India as pandemic raises awareness,0
1141,Apple supplier Quanta says no business impact from ransomware attack,1
893,REFILE-EXCLUSIVE-Apple supplier Foxconn's India plant shut this week after protests -sources,1
607,India market regulator tightens risk management rules for mutual funds,0
487,India extends lower tax rate on COVID-19 drugs to year end,0
623,Dozens released after protest at India plant of Apple supplier Foxconn,0
1331,Setback for Apple in German patent case,1
140,"Apple speeds up car project, shifts focus to autonomous vehicle- Bloomberg",1
22,Singapore and India's payment services to link in 2022,0
492,"UPDATE 1-Policy groups ask Apple to drop plans to inspect iMessages, scan for abuse images",1
486,Apple sets April 11 deadline for U.S. corporate staff to return to office - Bloomberg News,1
1729,Icahn tweets he will send open letter to Apple,1
1025,"US STOCKS-S&P closes at record high as Apple, healthcare stocks help shrug off Delta worries",1
465,U.S. hopes India will distance itself from Russia after Ukraine invasion,0
1731,Options market sees big earnings move for Apple,1
456,"Apple banks on physical stores as economies reopen, retail chief says",1
483,"Moscow, Delhi sign deal to produce Kalashnikov assault rifles in India",0
48,Apple delays return to office indefinitely - Bloomberg News,1
757,Amazon seen triumphing over Apple privacy changes in digital ad business,1
205,Judge issues ruling in Apple App Store lawsuit by 'Fortnite' creator Epic,1
241,"India reports 40,134 new coronavirus cases",0
188,U.S. labor agency probes two complaints from Apple workers,1
1961,"Apple registers automobile domain names, including ""apple.car""",1
349,"India, Russia strike trade, arms deals during Putin visit",0
906,"UPDATE 1-Google, in fight against record EU fine, slams regulators for ignoring Apple",1
1383,Apple jumps into digital textbooks fray,1
1204,UPDATE 1-Apple to unveil next Apple TV version in September - BuzzFeed,1
1129,Apple threatens to remove Parler social networking service from App Store,1
157,"Apple must ease App Store rules, U.S. judge orders",1
914,Microsoft challenges Apple's business model with new Windows 11 operating system,1
1377,Wistron violence could sour Apple's 'Make In India' plans,1
677,Russia starts missile supplies to India despite U.S. sanctions risk,0
1881,Apple drives vehicles to collect data to improve Maps,1
269,Apple expected to launch new low-cost 5G iPhone,1
2,Apple Watch production delayed - Nikkei,1
1241,"New iPhones, Apple TV expected as Apple prepares for event",1
1549,Apple scientists disclose self-driving car research,1
327,Dutch regulator issues sixth $5.7 million fine against Apple in App Store dispute,1
191,Apple set to hand crown of world's most valuable company to Microsoft,1
513,Challenges abound as Tata draws up a flight plan for Air India,0
959,India's Serum Institute applies for full approval of Covishield vaccine,0
837,"Vaccine hesitancy big threat for India, says top vaccine maker SII",0
419,"Fed Circ. panel questions Caltech's $1.1 billion patent win against Apple, Broadcom",1
1892,GT Advanced Tech modifies bankruptcy deal with Apple,1
317,"Apple's iPhone expected to drive sales, but App Store faces regulatory risk",1
839,Apple Daily will stop operations by Wednesday - local media,1
849,Bollywood stars return to India's big screens after more than a year,0
454,Column: India looks to Russia to solve the energy crisis Moscow created,0
1460,Apple cooperation with antitrust monitor down 'sharply' -report,1
44,India to waive transmission costs for green hydrogen manufacturers,0
439,India 'prepares for the worst' ahead of possible COVID-19 third wave,0
1682,Apple targets more Samsung products in patent suit,1
1543,Apple car may be an electric van - Manager Magazin,1
114,Match Group asks Dutch regulators to reveal possible Apple antitrust decision,1
11,India’s Russian romance will be hard to stifle,0
1161,Apple loses copyright claims in lawsuit against U.S. security bug startup,1
1034,UPDATE 1-HK court denies bail to Apple Daily staff facing national security charges,1
358,India police to question Amazon executives in probe over marijuana smuggling,0
870,Hong Kong police arrest former Apple Daily editor in chief-media,1
1031,At least three killed in rail accident in India's West Bengal state,0
968,India's Adani makes foray into media business with Quintillion stake,0
212,India shuts last consulate in Afghanistan and evacuates citizens,0
658,Apple says 'Chaos Monkeys' author hired in ads business has left company,1
357,U.S. SEC rejects Apple bid to block shareholder proposal on forced labour -letter,1
1598,Apple to Samsung in canceled patent dispute: Keep out,1
548,India vaccinates 3.8 million teens in new COVID-19 inoculation push,0
1359,UPDATE 3-S.Korea regulator sees no grounds now for probing Hyundai exec share sales after Apple deal reports-official,1
761,India halts futures trade in key farm commodities to fight inflation,0
994,"US STOCKS-Nasdaq closes at record high, lifted by Apple",1
1484,Apple invites media to event on september 12,1
595,"UPDATE 1-Parler returns to Apple's App Store, names new CEO",1
846,Tennis-Djokovic gets second bite at history in the Big Apple,1
9,Apple urges lawmakers say no to app store bill,1
454,"UPDATE 2-Apple warns Thai activists ""state-sponsored attackers"" may have targeted iPhones",1
1107,Apple to open first Apple Store in Taiwan,1
457,Russia starts missile supplies to India despite U.S. sanctions risk,0
680,Epic Games CEO cites Apple's 'total control' over iPhones at first day of antitrust trial,1
554,Apple to delay launch of podcast subscription service until June,1
642,Apple's App Store chief kicks off iPhone maker's defense at Epic Games trial,1
76,How India flipped its vaccine fortunes,0
618,"ANALYSIS-In Apple versus Epic Games, courtroom battle is only half the fight",1
1347,Apple launches new MacBook Pro,1
800,Putin's foes accuse Google and Apple of caving to Kremlin pressure,1
209,India's households wrestle with inflation as incomes dip,0
1859,Apple and Qualcomm settle royalty dispute- CNBC,1
491,"India, Russia warn against terror groups operating from Afghanistan",0
428,Apple bars Epic's 'Fortnite' from App Store until all court appeals end,1
494,Apple sets April 11 deadline for U.S. corporate staff to return to office - Bloomberg News,1
