,News,is_apple,is_amazon,is_microsoft,is_facebook,is_tesla,is_nvidia,is_cisco,is_alphabet,is_google,is_broadcom
611,Chipmaker Nvidia investigating potential cyberattack,0,0,0,0,0,1,0,0,0,0
2180,"Google mandates workers back to Silicon Valley, other offices from April 4",0,0,0,0,0,0,0,0,1,0
2212,Qualcomm re-elects 10 existing directors to board at annual meeting,0,0,0,0,0,0,0,0,0,0
964,"Tesla unlikely to drive up volatility on S&P 500, analysts say",0,0,0,0,1,0,0,0,0,0
1774,Microsoft launches much-awaited Windows 10,0,0,1,0,0,0,0,0,0,0
1312,Broadcom updates Q4 fiscal year 2017 revenue outlook,0,0,0,0,0,0,0,0,0,0
604,UPDATE 2-Apple to roll out photo checking system on country-by-country basis,1,0,0,0,0,0,0,0,0,0
81,Apple cancels production boost for iPhone XR,1,0,0,0,0,0,0,0,0,0
2265,Tesla's Musk says Model S Plaid may come to China around March,0,0,0,0,1,0,0,0,0,0
1821,Apple shares rise from Epic ruling-led slide,1,0,0,0,0,0,0,0,0,0
2427,Broadcom cannot disqualify former law firm from suit against customers,0,0,0,0,0,0,0,0,0,0
722,UPDATE 4-Google co-founders step aside as Pichai takes helm of parent Alphabet,0,0,0,0,0,0,0,1,0,0
1669,Tesla says it is trying to keep production going at Shanghai factory,0,0,0,0,1,0,0,0,0,0
444,Google Workers In U.S. Won't Return To Office As Expected On Jan. 10 ,0,0,0,0,0,0,0,0,1,0
1131,Google nears settlement of French antitrust case ,0,0,0,0,0,0,0,0,1,0
2966,"Wall St dips after data, Cisco curbs decline",0,0,0,0,0,0,1,0,0,0
152,S&P within 10 pct of record high; Apple up on dividend plan,0,0,0,0,0,0,0,0,0,0
2385, Google’s privacy push draws U.S. antitrust scrutiny ,0,0,0,0,0,0,0,0,1,0
2722,"U.S. asks Australia to scrap proposed laws to make Facebook, Google pay for news",0,0,0,0,0,0,0,0,1,0
2866,"Google Relaxes Covid-19 Mandates, Opens Amenities As It Prepares For Workers To Return",0,0,0,0,0,0,0,0,1,0
2562,Google offers to settle EU antitrust probe,0,0,0,0,0,0,0,0,1,0
1063,Google’s privacy push draws U.S. antitrust scrutiny ,0,0,0,0,0,0,0,0,1,0
1177,Apple cuts iPad production to feed chips to iPhone 13 ,1,0,0,0,0,0,0,0,0,0
875,Putin's foes accuse Google and Apple of caving to Kremlin pressure,0,0,0,0,0,0,0,0,1,0
597,Nvidia CEO says JD X has selected Nvidia for AI logistics and delivery,0,0,0,0,0,1,0,0,0,0
661,"Alphabet, Aramco in talks to build tech hub in Saudi Arabia",0,0,0,0,0,0,0,1,0,0
2208,Google's strength in advertising to drive growth ,0,0,0,0,0,0,0,0,1,0
2150,Tesla opens charging network to other EVs for the first time,0,0,0,0,1,0,0,0,0,0
2586,UPDATE 1-Google wins challenge against 1.1 billion-euro French tax bill,0,0,0,0,0,0,0,1,0,0
2138,Amazon board approves 20-for-1 stock split,0,1,0,0,0,0,0,0,0,0
479,Google eyes gaming with 'Yeti' streaming service,0,0,0,0,0,0,0,0,1,0
2052,Apple rejects e-book pricing collusion charge,1,0,0,0,0,0,0,0,0,0
1191,"UPDATE 1-Google cannot escape location privacy lawsuit in Arizona, judge rules",0,0,0,0,0,0,0,1,0,0
76,"Google's browser cookies plan anti-competitive, advertisers tell EU",0,0,0,0,0,0,0,1,0,0
2802,Toshiba shares rise on report Broadcom chosen as chip unit buyer,0,0,0,0,0,0,0,0,0,0
1305,U.S. appeals court pauses antitrust orders against Apple App Store,1,0,0,0,0,0,0,0,0,0
2527,Cyber arms dealer exploits new Apple iPhone software vulnerability; affects most versions,1,0,0,0,0,0,0,0,0,0
1013,Alphabet unveils business unit devoted to cyber security,0,0,0,0,0,0,0,1,0,0
2791,Apple to chime louder in Asia with 5G iPhone SE,1,0,0,0,0,0,0,0,0,0
1462,Amazon's palm print recognition raises concern among U.S. senators,0,1,0,0,0,0,0,0,0,0
1253,"Wall St rallies powered by Cisco, Walmart; House tax vote supports",0,0,0,0,0,0,1,0,0,0
1536,Amazon and Apple handed $225 mln in Italian antitrust fines,1,0,0,0,0,0,0,0,0,0
297,"Tesla raises price of variants of Model Y, Model 3, Model S",0,0,0,0,1,0,0,0,0,0
931,"Amazon launches Amazon Dash for delivery of groceries, household items",0,1,0,0,0,0,0,0,0,0
2823,"Apple to turn iPhones into payment terminals, rival Square - Bloomberg",1,0,0,0,0,0,0,0,0,0
1713,Spotlight on Zynga's ad business as Apple's privacy update stings,1,0,0,0,0,0,0,0,0,0
234,Google to meet French regulator on privacy policy,0,0,0,0,0,0,0,0,1,0
2243,Facebook says it removes accounts which targeted Vietnamese activists,0,0,0,1,0,0,0,0,0,0
2202,UPDATE 1-Google and Viber review adverts for Myanmar military-backed telecoms firm,0,0,0,0,0,0,0,0,1,0
610,Nvidia gives health researchers access to UK supercomputer,0,0,0,0,0,1,0,0,0,0
2543,Exclusive-Facebook owner is behind $60 million deal for Meta name rights,0,0,0,1,0,0,0,0,0,0
1687,Microsoft to change pricing for Microsoft 365,0,0,1,0,0,0,0,0,0,0
1303,Cisco tries to bolster cloud credentials with new monitoring tool,0,0,0,0,0,0,1,0,0,0
255,"UPDATE 5-Apple plans 'buy now, pay later' service",1,0,0,0,0,0,0,0,0,0
606,UPDATE 1-Microsoft and Yahoo amend search deal,0,0,1,0,0,0,0,0,0,0
2114,Microsoft wins $1.76 billion defense contract,0,0,1,0,0,0,0,0,0,0
1941,Broadcom's third-quarter revenue exceeds expectations,0,0,0,0,0,0,0,0,0,0
1879,India court dismisses Future's plea to declare arbitration with Amazon illegal,0,1,0,0,0,0,0,0,0,0
2938,Pixelworks' shares soar after it reveals Apple as major customer,0,0,0,0,0,0,0,0,0,0
2581,Microsoft to cut thousands of jobs - person familiar with the matter ‍,0,0,1,0,0,0,0,0,0,0
207,Russia tells Google to restrict ads it says contain inaccurate information on casualties,0,0,0,0,0,0,0,1,0,0
1794,"Tesla lifts Nasdaq to record-high close, S&P 500 dips",0,0,0,0,1,0,0,0,0,0
2513,UPDATE 4-Broadcom's $2 billion warning rattles global chip sector,0,0,0,0,0,0,0,0,0,0
1380,US STOCKS-Wall Street closes up on infrastructure gains but Tesla weighs,0,0,0,0,1,0,0,0,0,0
316,Chipmaker Nvidia to supply computer for Volvo's upcoming vehicles,0,0,0,0,0,1,0,0,0,0
493,China anti-trust regulator conducts new raids on Microsoft and partner Accenture,0,0,1,0,0,0,0,0,0,0
1904,"UPDATE 1-Microsoft, Samsung settle contract dispute over patents",0,0,1,0,0,0,0,0,0,0
1472,Facebook usage dips for first time. Will Instagram follow?,0,0,0,1,0,0,0,0,0,0
1292,Qualcomm to buy NXP for $38 billion in biggest chip deal,0,0,0,0,0,0,0,0,0,0
1492,"SoftBank, Amazon, Accel invest $108 million in banking platform Pismo",0,1,0,0,0,0,0,0,0,0
691,Tesla sued over alleged suspension failure in fatal Florida crash,0,0,0,0,1,0,0,0,0,0
68,Amazon sues financial crime agency in latest twist of Indian battle,0,1,0,0,0,0,0,0,0,0
33,"SoftBank, Amazon, Accel invest $108 million in banking platform Pismo",0,1,0,0,0,0,0,0,0,0
491,"S&P 500, Nasdaq open higher on strong results from Nvidia, retailers",0,0,0,0,0,1,0,0,0,0
658,Cisco veteran Robbins to take over as CEO from Chambers,0,0,0,0,0,0,1,0,0,0
1487,UPDATE 1-Alphabet's YouTube to launch TikTok-like product,0,0,0,0,0,0,0,1,0,0
2915,A scramble at Cisco exposes uncomfortable truths about US cyber defense,0,0,0,0,0,0,1,0,0,0
1611,Alphabet's Waymo hopes to bring robo-taxi service to Europe,0,0,0,0,0,0,0,1,0,0
1716,Broadcom Limited Q4 GAAP Earnings Per Share $1.50,0,0,0,0,0,0,0,0,0,0
2710,Brandenburg to hold news conference on Tesla gigafactory on Friday,0,0,0,0,1,0,0,0,0,0
1873,Brocade qtrly GAAP diluted loss per share of $0.05,0,0,0,0,0,0,0,0,0,0
1610,EU to investigate Nvidia's $54 bln ARM bid after remedies fall short ,0,0,0,0,0,0,0,0,0,0
289,Consumer Reports says Tesla's 'Full Self-Driving' software lacks safeguards,0,0,0,0,1,0,0,0,0,0
2357,Tesla's stock market value tops Facebook's,0,0,0,0,1,0,0,0,0,0
999,China's Ganfeng Lithium inks 3-year supply contract with Tesla,0,0,0,0,1,0,0,0,0,0
358,Amazon steps closer to modern Sears,0,1,0,0,0,0,0,0,0,0
1377,"Apple warns of ""chilling effect"" as antitrust trial ends",1,0,0,0,0,0,0,0,0,0
2365,Russian watchdog says not discussing settlement with Google yet,0,0,0,0,0,0,0,0,1,0
2324,"Apple, Google asked to turn in S.Korea compliance plans by mid-October",1,0,0,0,0,0,0,0,0,0
1346,YouTube discloses prevalence of rule-breaking videos for first time,0,0,0,0,0,0,0,1,0,0
489,Tesla revises plans for German gigafactory with more details on product lines,0,0,0,0,1,0,0,0,0,0
2865,Google's Nest to buy Dropcam for $555 million: report,0,0,0,0,0,0,0,0,1,0
85,U.S. court revives Apple claim on Samsung tablets,1,0,0,0,0,0,0,0,0,0
626,UAW files complaint against Tesla for terminated workers,0,0,0,0,1,0,0,0,0,0
2093,Facebook whistleblower says transparency needed to fix social media ills,0,0,0,1,0,0,0,0,0,0
2784,Broadcom’s US$100bn loan takes loans to next level,0,0,0,0,0,0,0,0,0,0
2152,UPDATE 4-'Amazon won't change without a union': Canadian warehouse files for union vote,0,1,0,0,0,0,0,0,0,0
2370,"UPDATE 2-Market power of Siri, Alexa, Google a concern, EU regulators say",0,0,0,0,0,0,0,0,1,0
1696,Microsoft Outlook service hit by outage,0,0,1,0,0,0,0,0,0,0
1446,Microsoft appoints Reid Hoffman to its board effective immediately,0,0,1,0,0,0,0,0,0,0
620,Options market signals bumpy ride for Tesla shares,0,0,0,0,1,0,0,0,0,0
1746,Google pauses federal campaign contributions after U.S. Capitol siege,0,0,0,0,0,0,0,0,1,0
2523,Apple says Japan Fair Trade Commission closes App Store investigation,1,0,0,0,0,0,0,0,0,0
839,Meta's miss creates Big Tech divide: who's got the data,0,0,0,1,0,0,0,0,0,0
887,Google Cloud Decided To Postpone Google Cloud Next ‘20 Digital Connect Due To Coronavirus Outbreak ,0,0,0,0,0,0,0,0,1,0
2270,"Move over Apple, Microsoft now the world's most valuable company",1,0,0,0,0,0,0,0,0,0
266,No Elon Musk Show during this Tesla quarterly call,0,0,0,0,1,0,0,0,0,0
1131,"Nasdaq closes at record high, lifted by Apple",1,0,0,0,0,0,0,0,0,0
2185,Google executives acquitted in Milan autism video case,0,0,0,0,0,0,0,0,1,0
3093,"Cisco profit beats Street, shares rise on outlook",0,0,0,0,0,0,1,0,0,0
2182,"Tesla forecasts 2022 growth above 50%, despite supply chain challenges",0,0,0,0,1,0,0,0,0,0
1425,UPDATE 2-YouTube blocks Russian state-funded media channels globally,0,0,0,0,0,0,0,1,0,0
761,Tesla April registrations drop in key California market,0,0,0,0,1,0,0,0,0,0
1365,"Amazon's trucking ambitions bump up against driver shortage, competition",0,1,0,0,0,0,0,0,0,0
2211,Tech firms say EU rules should ensure they are regulated in their bases,0,0,0,0,0,0,0,1,0,0
1803,Google to introduce measures to curb online financial scams in UK,0,0,0,0,0,0,0,0,1,0
787,Chip maker NVIDIA signs in-car entertainment system deal with Hyundai Motor,0,0,0,0,0,1,0,0,0,0
2527,UPDATE 2-Google hit with 150 mln euro French fine for cookie breaches,0,0,0,1,0,0,0,0,0,0
757,"Microsoft offers strong forecast, lifting shares",0,0,0,0,0,0,0,1,0,0
2156,Apple unveils new iPad starting at $329,1,0,0,0,0,0,0,0,0,0
1906,Microsoft says Samsung owes $6.9 million in unpaid interest,0,0,1,0,0,0,0,0,0,0
1787,UPDATE 1-China bans use of Microsoft's Windows 8 on gov't computers,0,0,1,0,0,0,0,0,0,0
2454,Tesla's stock market value tops Facebook's in huge trading,0,0,0,0,1,0,0,0,0,0
2420,Tesla CEO says electric cars will double global electricity demand,0,0,0,0,1,0,0,0,0,0
1805," Top U.S. hedge funds bet on Alphabet, Netflix and retailers",0,0,0,0,0,0,0,1,0,0
1060,H-Farm signs agreement with Cisco for industry acceleration programs,0,0,0,0,0,0,1,0,0,0
2045,Google Chromecast users to get access to Apple TV services next year,1,0,0,0,0,0,0,0,0,0
2917,Broadcom's fourth-quarter revenue beats expectations,0,0,0,0,0,0,0,0,0,0
1536,UPDATE 3-Italy fines Amazon record $1.3 bln for abuse of market dominance,0,1,0,0,0,0,0,0,0,0
2212,"Microsoft could reap more than $150 mln in new U.S. cyber spending, upsetting some lawmakers",0,0,1,0,0,0,0,0,0,0
622,Apple eyes yen-denominated bond,1,0,0,0,0,0,0,0,0,0
1096,"U.S. recommends approving Google, Meta undersea data cable to Asia",0,0,0,1,0,0,0,0,0,0
2627,"Google launches new email service dubbed ""Inbox""",0,0,0,0,0,0,0,0,1,0
1957,Google ties up with 30 publishers to start news platform in COVID-ravaged India,0,0,0,0,0,0,0,0,1,0
801,German union calls four-day strike at Amazon sites ahead of Easter,0,1,0,0,0,0,0,0,0,0
1785,Apple cash and services salve iPhone worries,1,0,0,0,0,0,0,0,0,0
2140,Apple apologizes after outcry over slowed iPhones,1,0,0,0,0,0,0,0,0,0
2740,"Google's Chrome browser to be available on Apple's iPad, iPhone",0,0,0,0,0,0,0,0,1,0
3010,Microsoft prepares to pay more to keep top executives during CEO search,0,0,1,0,0,0,0,0,0,0
2419,Microsoft shares down 1.2 pct after the bell following results,0,0,1,0,0,0,0,0,0,0
2771,Apple terminates Epic Games' account on App Store,1,0,0,0,0,0,0,0,0,0
393,Amazon to proactively remove more content that violates rules from cloud service -sources,0,1,0,0,0,0,0,0,0,0
731,"UPDATE 1-Apple's Tim Cook criticizes social media practices, intensifying Facebook conflict",1,0,0,0,0,0,0,0,0,0
976,UPDATE 1-Turkcell CEO Terzioglu steps down after four years,0,0,0,0,0,0,1,0,0,0
849,Tesla's Model Y to emerge disruptor as China EV sales zoom in 2021,0,0,0,0,1,0,0,0,0,0
1113,Microsoft board to name insider Nadella as CEO,0,0,1,0,0,0,0,0,0,0
1277,S&P hits record on strong earnings; Alphabet drags Nasdaq,0,0,0,0,0,0,0,1,0,0
195,"S&P 500, Dow end up for 3rd day as Alphabet jumps, volatility eases",0,0,0,0,0,0,0,1,0,0
2342,French court sets date in Apple case over App Store developer contracts,1,0,0,0,0,0,0,0,0,0
2655,UPDATE 2-Bill targeting Apple and Google approved by U.S. Senate panel,1,0,0,0,0,0,0,0,0,0
2937,"Microsoft lays off 2,100 as part of earlier job cut plan",0,0,1,0,0,0,0,0,0,0
2244,"Ford, Google join hands to offer cloud-based data services",0,0,0,0,0,0,0,0,1,0
2849,Apple is working on creating a car,1,0,0,0,0,0,0,0,0,0
3311,Google announces artificial intelligence group for Google Cloud,0,0,0,0,0,0,0,1,0,0
2084,Wall Street rises on tech boost; Tesla gains,0,0,0,0,1,0,0,0,0,0
2151,Amazon must adhere to UK supplier rules after grocery turnover tops 1 bln pounds,0,1,0,0,0,0,0,0,0,0
2086,South Korea regulator sees no grounds now for probing Hyundai exec share sales after Apple deal reports,1,0,0,0,0,0,0,0,0,0
1794,Amazon takes on UK supermarkets with 'Pantry' offer,0,1,0,0,0,0,0,0,0,0
1936,Google's YouTube TV reaches deal to restore access to Disney channels,0,0,0,0,0,0,0,0,1,0
467,"Alphabet-backed Oscar Health ups IPO price range, to raise as much as $1.18 billion",0,0,0,0,0,0,0,1,0,0
1533,"Microsoft awards hacking expert, repairs browser bug",0,0,1,0,0,0,0,0,0,0
1897,Why Google — and Larry Page — created their own Alphabet,0,0,0,0,0,0,0,0,1,0
541,UPDATE 1-UK watchdog accepts Google's revised pledges on browser cookies,0,0,0,0,0,0,0,0,1,0
1858,Google says Apple patent lawsuit dismissed,0,0,0,0,0,0,0,0,1,0
601,Amazon to grant new CEO Jassy over $200 million in stock,0,1,0,0,0,0,0,0,0,0
1487,Amazon to stop accepting Visa's UK-issued credit cards over high fees,0,1,0,0,0,0,0,0,0,0
168,"Tesla 2020 deliveries beat estimates, but fall just short of Musk's target",0,0,0,0,1,0,0,0,0,0
2973,Microsoft reports quarterly loss after charge,0,0,1,0,0,0,0,0,0,0
1183,Apple temporarily shuts all California stores amid COVID-19 outbreak,1,0,0,0,0,0,0,0,0,0
544,Amazon Web Services opens first office in Greece,0,1,0,0,0,0,0,0,0,0
2260,Microsoft wins U.S. antitrust okay for $16 billion purchase of Nuance,0,0,1,0,0,0,0,0,0,0
385,Brocade Communications Systems - To pay Broadcom $195 mln if terminates deal,0,0,0,0,0,0,0,0,0,0
1773,Tesla says to double Tesla charging network in 2017,0,0,0,0,1,0,0,0,0,0
1298,Cisco's CFO says revenue from software subscriptions was 52 pct of its software revenue,0,0,0,0,0,0,1,0,0,0
2108,Watchdog says Google offers to exclude Showcase from general searches in Germany,0,0,0,0,0,0,0,0,1,0
651,"U.S. says Nvidia-Arm deal harms market for networking, self-driving car chips",0,0,0,0,0,1,0,0,0,0
470,Alphabet partners with Avis to manage self-driving car fleet,0,0,0,0,0,0,0,1,0,0
486,Google offers new features to local search ads,0,0,0,0,0,0,0,0,1,0
1239,UPDATE 2-Google disputes FCC claims of obstruction,0,0,0,0,0,0,0,0,1,0
1270,Microsoft vows to bring broadband to millions of rural Americans,0,0,1,0,0,0,0,0,0,0
325,"U.S. safety board says driver, passenger seats occupied during fatal Tesla crash",0,0,0,0,1,0,0,0,0,0
1180,Musk's potential Tesla stake sale follows share surge,0,0,0,0,1,0,0,0,0,0
1289,"Google adds visual search features in shopping, video push",0,0,0,0,0,0,0,1,0,0
1131,"Facebook, Instagram remove Chinese network over fake 'Swiss biologist' COVID claims",0,0,0,1,0,0,0,0,0,0
2802,Almunia says won't rush Google antitrust decision,0,0,0,0,0,0,0,0,1,0
1444,Panasonic plans new massive battery plant in U.S. to supply Tesla ,0,0,0,0,1,0,0,0,0,0
136,Walmart's Flipkart says Indian probe shouldn't treat it the same as Amazon,0,1,0,0,0,0,0,0,0,0
2237,Google launches $3 million fund to fight vaccine misinformation,0,0,0,0,0,0,0,0,1,0
1117,"Russia gives Google one day to delete banned content, threatens slowdown",0,0,0,0,0,0,0,0,1,0
1039,Amazon surges with record $190 billion gain in value,0,0,0,1,0,0,0,0,0,0
2050,Microsoft looks set to drop Nokia name from smartphones,0,0,1,0,0,0,0,0,0,0
1686,"US STOCKS-S&P 500, Dow up on earnings lift, Nasdaq off session low",0,0,0,0,0,0,1,0,0,0
2099,Tesla's China output halted for days in August on chip shortage,0,0,0,0,1,0,0,0,0,0
2203,Google's Android chief Andy Rubin steps down,0,0,0,0,0,0,0,0,1,0
1894,"Tesla CEO Elon Musk Says All Organisations Developing Advanced AI Should Be Regulated, Including Tesla",0,0,0,0,1,0,0,0,0,0
94,U.S. Pentagon mulls ending JEDI cloud project amid Amazon court battle ,0,1,0,0,0,0,0,0,0,0
1895,France's Technicolor to buy Cisco's set-top box business,0,0,0,0,0,0,1,0,0,0
1044,Toyota expands Microsoft partnership in connected vehicle services,0,0,1,0,0,0,0,0,0,0
1285,"Microsoft to remove RT apps, ban Russian state-owned media ads",0,0,1,0,0,0,0,0,0,0
550,"Developer complains to EU over Apple, Google app rules after COVID game rejected",1,0,0,0,0,0,0,0,0,0
2702,Alphabet ad machine aids Tim Cook’s data case,0,0,0,0,0,0,0,1,0,0
1528,Into the metaverse: Nike creates 'NIKELAND' on Roblox,0,0,0,1,0,0,0,0,0,0
1089,"RPT-Schiff presses Facebook, Amazon on efforts to curb COVID-19 vaccine misinformation",0,1,0,0,0,0,0,0,0,0
279, Avago taps five for Broadcom acquisition loan,0,0,0,0,0,0,0,0,0,0
332,"Microsoft, Google stand down in patent battles",0,0,1,0,0,0,0,0,0,0
1754,Amazon investigating kickback allegation at India unit,0,1,0,0,0,0,0,0,0,0
2853,Google shows faith in office with $1 billion London deal,0,0,0,0,0,0,0,1,0,0
957,"Nvidia rides Tegra wave, beats on revenue outlook",0,0,0,0,0,1,0,0,0,0
1887,Tesla's market value set to gain $50 billion on record EV deliveries,0,0,0,0,1,0,0,0,0,0
785,Meta Platforms shares rise as Facebook rebrands to focus on metaverse,0,0,0,1,0,0,0,0,0,0
10,Australian regulator rejects Google's undertaking over Fitbit competition concerns,0,0,0,0,0,0,0,1,0,0
1350,Marvell Tech to acquire Innovium for $1.1 billion as it courts more cloud customers,0,0,0,0,0,0,0,0,0,0
2698,Australia challenges Facebook to back anti-troll defamation law,0,0,0,1,0,0,0,0,0,0
457,Amazon labor organizer arrested for trespassing after dropping off food for workers,0,1,0,0,0,0,0,0,0,0
2251,Tesla settles Norway lawsuit over car's performance,0,0,0,0,1,0,0,0,0,0
703,Microsoft appears on track for autumn Windows 8,0,0,1,0,0,0,0,0,0,0
2495,WhatsApp says hires former Amazon exec Mahatme to lead India payments,0,1,0,0,0,0,0,0,0,0
1683,Tesla production in Berlin to start mid-March at earliest-RBB,0,0,0,0,1,0,0,0,0,0
648,"GM's $7 billion investment intensifies EV battle with Ford, Tesla",0,0,0,0,1,0,0,0,0,0
196,U.S. judge overseeing Google case will sell mutual funds holding Alphabet stock,0,0,0,0,0,0,0,0,1,0
1529,"Wall St rebounds, but Cisco weighs",0,0,0,0,0,0,1,0,0,0
2248,German court rules against Samsung in suit with Apple,1,0,0,0,0,0,0,0,0,0
12,Tesla veteran and trucking chief leaves company,0,0,0,0,1,0,0,0,0,0
679,Alphabet lawsuit against Uber cements end of uneasy marriage,0,0,0,0,0,0,0,1,0,0
2887,"Apple, Intertrust settle year-old patent suit",1,0,0,0,0,0,0,0,0,0
801,"UPDATE 1-EU bodies' use of Amazon, Microsoft cloud services faces privacy probes",0,0,1,0,0,0,0,0,0,0
1127,Tesla drops after Musk warns of 'manufacturing hell',0,0,0,0,1,0,0,0,0,0
2411,"Stellantis to hit emissions target without Tesla's help, says CEO",0,0,0,0,1,0,0,0,0,0
901,Google leads U.S. business push to preserve work permits for H-1B spouses,0,0,0,0,0,0,0,0,1,0
2650,"Microsoft, SAP to use and sell more of each other's cloud services",0,0,1,0,0,0,0,0,0,0
482,"UPDATE 2-Tesla investor sues Musk, claims tweets violate SEC settlement",0,0,0,0,1,0,0,0,0,0
766,Investors argue Musk should repay $9.4 billion to Tesla for SolarCity deal,0,0,0,0,1,0,0,0,0,0
588,Alphabet eyes $2 trillion value after blowout results ,0,0,0,0,0,0,0,1,0,0
613,"Google, in fight against record EU fine, slams regulators for ignoring Apple",0,0,0,0,0,0,0,0,1,0
1284,UPDATE 1-Tesla's Musk sees Cybertruck production delayed to 2023,0,0,0,0,1,0,0,0,0,0
643,Google removes some IAC browser extensions for 'policy violations',0,0,0,0,0,0,0,0,1,0
1995,Google faces new federal antitrust probe,0,0,0,0,0,0,0,0,1,0
138,"U.S. safety board probing deadly Tesla crash, fire",0,0,0,0,1,0,0,0,0,0
1384,Qualcomm to buy NXP for $38 bln in biggest chip deal,0,0,0,0,0,0,0,0,0,0
62,"Google drops RT, other Russian state media from its news features",0,0,0,0,0,0,0,1,0,0
1961,UPDATE 1-Google to clamp down on online financial scams in Britain,0,0,0,0,0,0,0,1,0,0
2537,France's Thales partners with Google on secure cloud services,0,0,0,0,0,0,0,0,1,0
2533,Google delays office return until January as COVID-19 worries linger,0,0,0,0,0,0,0,1,0,0
1781,UPDATE 5-Apple closes in on $3 trillion market value,1,0,0,0,0,0,0,0,0,0
1234,Cisco Q2 results beat estimates,0,0,0,0,0,0,1,0,0,0
523,Blue Jeans Network’s chipping away at Cisco with video technology,0,0,0,0,0,0,1,0,0,0
1337,Amazon to let Whole Foods shoppers pay with a swipe of their palm,0,1,0,0,0,0,0,0,0,0
3108,Google hires former Samsung executive to coordinate Internet of Things projects,0,0,0,0,0,0,0,1,0,0
2207,UPDATE 1-Labour union urges European authorities to widen Amazon antitrust probe after Reuters story,0,1,0,0,0,0,0,0,0,0
361,"Alphabet, Amazon keep S&P afloat as Middle East tensions persist",0,0,0,0,0,0,0,1,0,0
1179,Cisco's Webex draws record 324 million users in March,0,0,0,0,0,0,1,0,0,0
1395,Britain says China is targeting dissent with Apple Daily raid,1,0,0,0,0,0,0,0,0,0
313,UPDATE 4-Musk donated over $5.7 bln in Tesla shares to charity in Nov,0,0,0,0,1,0,0,0,0,0
624,"Ericsson, Cisco to target corporate, public sector clients in 2017",0,0,0,0,0,0,1,0,0,0
1671,Broadcom sees first-quarter sales above estimates,0,0,0,0,0,0,0,0,0,0
1482,Microsoft made $1.3 billion in cash payments in GitHub deal,0,0,1,0,0,0,0,0,0,0
1116,Tesla drops radar; is Autopilot system safe?,0,0,0,0,1,0,0,0,0,0
1280,Microchip Technology in talks to buy Microsemi,0,0,0,0,0,0,0,0,0,0
2180,U.S. safety agency reviewing 23 Tesla crashes; 3 from recent weeks,0,0,0,0,1,0,0,0,0,0
539,Facebook-owner Meta was popular stock for hedge funds before the slide,0,0,0,1,0,0,0,0,0,0
134,Contract manufacturer Celestica's profit jumps three-fold,0,0,0,0,0,0,1,0,0,0
1136,"UPDATE 2-Apple warns Thai activists ""state-sponsored attackers"" may have targeted iPhones",1,0,0,0,0,0,0,0,0,0
2914,"Broadcom, other U.S. chipmakers, leave investors wanting more",0,0,0,0,0,0,0,0,0,0
976,Apple explores move into original programming business - Variety,1,0,0,0,0,0,0,0,0,0
2351,Microsoft names Braverman-Blumenstyk head of Israel development center,0,0,1,0,0,0,0,0,0,0
1361,"Apple's App Store broke competition laws, Dutch watchdog says",1,0,0,0,0,0,0,0,0,0
483,South Korea investigates fatal crash of Tesla Model X,0,0,0,0,1,0,0,0,0,0
621,Tesla VP of global supply management resigns,0,0,0,0,1,0,0,0,0,0
170,Microsoft seeks EU approval for LinkedIn buy,0,0,1,0,0,0,0,0,0,0
254,Apple updates iMac with Intel processors,1,0,0,0,0,0,0,0,0,0
180,UK urges organisations to install Microsoft updates urgently,0,0,1,0,0,0,0,0,0,0
2146,Toyota in talks to buy robotics divisions from Alphabet,0,0,0,0,0,0,0,1,0,0
1266,"UPDATE 1-Facebook owner to help train Australian politicians, influencers in run-up to election",0,0,0,1,0,0,0,0,0,0
2039,UPDATE 2- California reviews whether Tesla's self-driving tests require regulatory oversight,0,0,0,0,1,0,0,0,0,0
2687,French antitrust watchdog to issue decision on Google's ad business on June 7 - spokesman,0,0,0,0,0,0,0,1,0,0
1966,Microsoft Says To Acquire Avere Systems,0,0,1,0,0,0,0,0,0,0
1555,Microsoft investigating Outlook issues for North America users,0,0,1,0,0,0,0,0,0,0
122,Amazon to open fashion store where algorithms suggest what to try on,0,1,0,0,0,0,0,0,0,0
618,Microsoft's Bing blocked in China,0,0,1,0,0,0,0,0,0,0
1739,German minister in talks with Tesla over sharing supercharger network,0,0,0,0,1,0,0,0,0,0
2487,"UPDATE 5-Microsoft sees cloud business growth, but supply woes continue for Xbox",0,0,0,0,0,0,0,1,0,0
842,Meta Financial Group Inc says co entered into an extension to its current agreement with Jackson Hewitt Tax Service,0,0,0,1,0,0,0,0,0,0
591,Capital Calls: Nvidia-Arm deal,0,0,0,0,0,1,0,0,0,0
2414,"UPDATE 1-Qualcomm, diversifying from mobile phones, to supply chips for BMW self-driving cars",0,0,0,1,0,0,0,0,0,0
2865,VW not seeking a deal with Tesla -CEO Diess,0,0,0,0,1,0,0,0,0,0
680,"Apple, Google asked to turn in S.Korea compliance plans by mid-October",0,0,0,0,0,0,0,0,1,0
2388,U.S. senators ask Amazon CEO if 'Amazon's Choice' deceives consumers,0,1,0,0,0,0,0,0,0,0
2517,Elon Musk sells $5 billion in Tesla shares after Twitter poll,0,0,0,0,1,0,0,0,0,0
2203,Alphabet's Waymo raises $2.5 bln in funding round,0,0,0,0,0,0,0,1,0,0
2667,"Russia fines Facebook, Twitter for not deleting banned content",0,0,0,0,0,0,0,1,0,0
